Sample,Sample location,Sample Date,Surface Chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,Sample Date,surface chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Mar-14,6.67,-0.76,4.73,0.17,0.91,0.41,1.47,0.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Mar-14,1.64,0.58,1.61,0.49,0.98,0.47,0.98,0.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Mar-14,1.63,0.29,1.63,0.17,0.80,0.28,0.70,0.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Mar-14,4.17,1.77,3.83,1.96,0.65,1.33,0.74,1.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Apr-14,5.88,-0.04,8.52,-0.55,1.19,0.99,1.04,0.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Apr-14,3.43,0.29,6.09,0.43,1.85,0.5,2.61,0.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Apr-14,3.84,0.05,3.03,0.18,2.27,1.09,2.48,0.30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Apr-14,1.89,0.54,2.41,0.93,1.51,0.63,1.76,0.88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,06-May-14,2.30,1.20,2.24,1.12,1.80,0.74,1.87,0.80,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-May-14,2.75,0.45,2.11,1.71,2.47,0.40,1.57,1.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-May-14,3.05,1.95,2.79,2.33,2.96,1.91,1.53,1.71,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-May-14,2.59,0.62,2.51,1.62,1.85,0.70,1.85,1.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,02-Jun-14,0.05,2.20,0.04,1.81,0.03,2.05,0.02,1.80,*New 90% Acetone used from a bad bottle of Acetone,,,,,,,,,,,,,,,,
,,,,,,,,,,,,09-Jun-14,0.06,1.43,0.03,2.05,0.02,1.50,0.03,1.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Jun-14,0.23,2.89,0.22,3.34,0.12,2.42,0.14,2.55,*New 90% Acetone Acquired,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Jun-14,5.10,1.90,3.05,4.44,2.44,1.77,1.72,3.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Jun-14,4.49,2.97,4.51,5.62,4.11,2.65,3.62,2.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,07-Jul-14,7.51,3.13,4.74,4.18,7.16,3.62,2.01,2.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Jul-14,3.34,4.27,2.76,4.55,3.23,3.88,2.69,3.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Jul-14,20.67,7.02,11.63,6.31,17.17,6.88,10.83,5.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Jul-14,9.84,4.70,8.29,5.15,3.98,2.24,4.35,2.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,05-Aug-14,12.28,6.09,4.14,3.76,8.64,3.57,3.07,2.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Aug-14,5.05,4.67,3.34,4.70,3.67,3.80,2.21,3.60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Aug-14,7.32,5.70,6.12,7.43,4.33,3.78,3.51,5.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Aug-14,5.35,4.23,3.59,5.29,15.78,4.56,7.98,5.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,02-Sep-14,5.85,6.06,,,1.89,3.75,,,"*GSO Dock, no bottom sample",,,,,,,,,,,,,,,,
,,,,,,,,,,,,09-Sep-14,3.99,3.61,2.89,4.71,2.28,3.40,1.87,3.79,.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Sep-14,6.40,3.46,6.17,3.48,3.46,3.79,1.97,2.72,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Sep-14,1.41,1.25,1.50,1.84,0.30,0.98,0.29,1.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Sep-14,9.55,4.04,10.90,5.03,3.88,1.76,1.47,1.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,06-Oct-14,8.91,3.20,8.97,11.20,2.55,2.48,1.70,5.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Oct-14,8.43,4.23,8.75,3.35,1.20,2.40,1.16,2.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Oct-14,4.25,2.33,4.75,2.73,1.19,1.66,1.01,2.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Oct-14,3.45,1.78,4.59,2.37,1.90,1.87,1.92,2.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,03-Nov-14,3.58,3.14,3.25,2.75,1.94,3.21,1.44,2.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Nov-14,1.75,1.84,1.82,1.62,1.65,1.18,1.53,1.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Nov-14,2.78,1.63,2.85,2.37,2.06,1.74,1.90,2.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Nov-14,2.80,2.43,2.43,2.13,2.15,2.34,1.68,2.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,01-Dec-14,2.44,1.45,2.64,1.84,1.76,1.43,1.61,1.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,08-Dec-14,1.96,1.94,1.76,1.69,1.48,1.43,1.32,1.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Dec-14,1.46,0.97,1.70,1.40,1.31,1.05,1.26,1.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Dec-14,1.55,1.37,1.59,0.97,1.05,1.11,1.09,0.99,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Dec-14,2.13,1.40,2.35,1.50,1.99,1.31,2.15,1.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,05-Jan-15,3.49,2.18,2.44,1.99,2.44,1.72,1.86,1.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Jan-15,2.81,2.01,2.48,2.19,2.16,1.97,1.62,1.84,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Jan-15,2.47,1.01,2.37,1.62,1.50,1.10,1.43,1.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Jan-15,5.34,1.74,5.58,4.43,3.19,1.52,2.91,2.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,05-Feb-15,3.12,1.81,4.85,1.84,1.47,1.25,2.90,1.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Feb-15,5.03,2.40,5.42,2.26,3.18,2.15,2.69,2.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Feb-15,3.30,3.91,,,2.94,3.55,,,"*GSO Dock, Wickford Harbor frozen and boat could not get to Stn. II",,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Feb-15,7.54,2.40,7.66,2.10,4.59,1.28,6.04,2.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,04-Mar-15,9.75,3.60,10.64,3.80,6.06,2.49,7.29,3.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,09-Mar-15,5.16,1.87,6.91,2.47,3.62,1.65,5.38,2.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Mar-15,4.36,3.25,3.81,2.82,3.39,3.41,3.24,2.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Mar-15,3.16,1.81,4.05,2.64,2.56,1.61,3.12,3.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Mar-15,8.70,2.11,6.60,2.62,4.98,2.58,5.09,2.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,03-Apr-15,2.28,3.07,1.35,1.33,1.38,3.17,0.94,3.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Apr-15,2.66,1.62,5.38,2.73,2.38,1.61,4.73,2.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Apr-15,1.58,1.63,1.66,1.24,1.03,1.25,1.23,1.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Apr-15,6.59,1.89,3.40,2.30,2.20,1.40,2.44,1.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,04-May-15,1.43,1.22,3.24,2.05,1.37,1.06,2.79,2.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-May-15,0.98,2.35,1.95,2.44,0.68,1.91,0.97,2.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-May-15,1.65,2.73,1.65,3.38,1.68,2.39,1.72,3.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-May-15,2.34,3.54,2.82,4.32,2.71,3.62,2.97,4.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-May-15,4.33,4.19,4.79,9.70,3.93,3.23,3.48,6.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Jun-15,3.83,2.22,,,4.09,1.82,,,*No bottom sample this week,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Jun-15,5.16,2.54,4.93,3.98,3.71,2.49,3.23,3.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Jun-15,6.87,4.82,5.96,5.14,5.10,3.67,5.20,4.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Jun-15,7.95,2.90,4.23,5.52,7.85,1.87,3.85,4.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,07-Jul-15,5.76,2.10,6.64,4.92,6.83,2.25,6.57,3.57,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Jul-15,2.98,2.02,2.62,2.88,2.69,1.94,2.28,2.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Jul-15,3.03,3.19,1.82,4.52,2.51,2.79,1.79,4.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jul-15,8.70,5.66,2.28,5.04,7.72,5.86,2.15,3.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,04-Aug-15,6.73,6.19,4.13,7.93,5.99,4.83,3.39,6.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Aug-15,9.69,7.25,5.21,6.61,7.91,7.16,4.02,5.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Aug-15,10.64,6.84,4.95,7.01,9.23,6.97,4.55,5.61,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Aug-15,11.79,11.56,5.22,7.09,10.77,9.53,4.83,5.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Aug-15,5.98,3.97,5.10,4.87,5.29,4.42,4.45,4.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Sep-15,5.84,5.6,3.74,5.45,4.16,4.34,2.57,4.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Sep-15,7.58,5.02,5.17,4.09,5.97,3.81,4.88,3.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Sep-15,20.29,8.17,20.32,9.3,16.02,6.46,18.91,8.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Sep-15,7.88,4.3,7.03,3.4,7.09,3.73,6.25,2.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Oct-15,1.65,2.35,1.42,2.58,1.38,2.13,1.21,2.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Oct-15,15.99,4.96,16.19,4.09,10.77,4.02,11.66,3.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Oct-15,5.24,3.45,4.91,3.32,4.43,3.04,4.59,3.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Oct-15,5.23,2.44,5.34,2.85,2.98,1.94,2.88,2.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Nov-15,5.72,3.66,4.76,3.64,4.84,3.41,4.22,3.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Nov-15,6,4.25,3.5,3.65,4.94,4.06,3.47,3.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Nov-15,2.47,1.4,2.54,3.02,1.94,1.08,1.87,1.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Nov-15,2.77,2.04,2.84,3.17,2.05,1.89,2.69,2.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Nov-15,3.99,2.58,3.19,2.19,2.71,2.03,2.27,1.8,*Light bulb changed 11/25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Dec-15,5.16,2.37,3.68,2.32,4.58,1.99,3.24,2.14,*Fluorometer recalibrated 12/04,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Dec-15,3.72,3.33,2.77,2.23,2.48,2.5,1.91,4.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Dec-15,1.58,2.2,1.56,2.13,1.16,1.8,1.17,1.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Dec-15,2.42,2.91,1.42,2.45,1.62,2.4,1.2,2.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Jan-16,1.54,1.43,1.63,1.79,1.06,1.42,1.15,1.71,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Jan-16,3.13,3.83,2.24,2.63,1.74,3.57,1.53,2.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Jan-16,2.61,2.06,2.5,2.35,1.26,2.21,1.25,2.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Jan-16,3.11,2.42,3.26,2.37,1.41,2.37,1.37,1.84,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1-Feb-16,5.73,1.39,6.94,1.78,1.55,0.95,2.37,1.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Feb-16,19.58,4.92,23.37,6.33,2.06,2.04,3.52,2.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Feb-16,14.9,4.54,17.87,7.39,2.52,1.97,3.39,2.61,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Feb-16,6.32,1.68,10.1,2.51,1.27,1.12,1.36,1.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Feb-16,2.92,1.57,3.57,2.02,1.98,1.37,1.91,1.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Mar-16,8.02,1.86,11.36,3.07,1.26,1.12,2.34,2.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Mar-16,1.66,1.06,2.24,1.28,1.04,0.87,1.21,1.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Mar-16,3.48,1.4,6.48,2.64,1.09,0.86,3.05,1.67,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Mar-16,1.62,0.75,1.99,1.27,0.71,0.6,1.01,1.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Apr-16,3.46,2.68,4.02,3.38,1.52,2.11,1.76,2.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Apr-16,4.87,2.53,5.7,2.81,2.14,1.87,2.84,2.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Apr-16,4.58,1.62,4.82,2.96,1.94,1.19,2.6,2.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Apr-16,0.97,1.35,1.39,1.75,0.6,1.15,0.77,1.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-May-16,2.22,2.8,2.24,3.26,1.54,2.12,1.49,2.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-May-16,4.17,4.94,2.02,3.94,3.17,4.05,1.62,3.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-May-16,2.34,3.23,2.83,4.3,1.75,2.78,2.16,3.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-May-16,2.32,0.55,2.82,2.29,1.45,0.22,1.89,1.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-May-16,2.82,2.54,2.48,3.72,2.24,2.25,2.01,3.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Jun-16,2.69,4.61,2.33,5.44,1.67,5.97,2.04,4.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Jun-16,5.64,2.73,5.56,3.4,3.3,2.35,2.92,2.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Jun-16,6.59,3.05,6.31,5.57,5.15,2.93,3.67,4.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jun-16,6.2,5.92,3.64,4.65,4.73,4.63,2.53,3.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Jul-16,6.71,9.96,4.48,7.25,5.16,8.64,3.2,5.91,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Jul-16,10.27,7.35,6.48,7.53,10.24,3.97,5.31,6.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Jul-16,5.33,5.17,3.77,5.93,4.28,5.04,2.08,4.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Jul-16,6.23,5.89,4.74,5.85,5.72,4.73,3.42,5.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Aug-16,9.23,5.15,9.01,5.91,6.9,4.21,3.87,5.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Aug-16,13.58,8.11,2.52,5.11,10.04,6.76,2.89,4.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Aug-16,14.23,7.04,4.34,6.25,11.5,5.41,4.7,5.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Aug-16,9.09,7.37,4.13,6.41,6.59,6.05,3.45,5.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Aug-16,9.23,6.96,3.58,5.52,5.38,4.83,3.79,4.88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Sep-16,16.84,10.88,8.84,7.38,7.52,6.58,5.2,5.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Sep-16,18.74,5.38,1.94,3.9,3.23,2.49,3.62,3.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Sep-16,4.31,3.48,2.61,3.26,1.77,2.63,1.7,2.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Sep-16,6.11,4.42,6.08,4.41,3.62,3.65,3.21,3.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Oct-16,3.35,3.4,3.25,3.52,1.94,3.1,1.9,3.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Oct-16,8.7,4.2,8.36,4.14,3.85,2.99,2.85,2.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Oct-16,6.13,3.18,6.07,3.76,2.13,2.08,2.14,2.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Oct-16,6.16,2.71,5.89,2.81,2.37,2.28,1.86,2.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Oct-16,5.84,2.72,2.24,10.7,2.56,2.59,2.14,2.42,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Nov-16,8.78,3.28,8.5,3.52,2,2.26,2.56,2.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Nov-16,4.62,3.08,6.39,3.3,1.83,2.21,1.66,2.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Nov-16,3.99,2.43,4.1,2.37,1.73,1.62,1.56,1.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Nov-16,6.91,2.82,5.79,3.13,2.98,2.33,2.18,1.87,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Dec-16,6.28,2.51,5.77,2.87,2.21,1.85,1.69,2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Dec-16,9.51,3.72,11.25,4.22,3.51,3.08,3.46,2.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Dec-16,7.44,2.61,8.25,3.36,2.13,2.29,1.69,2.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Dec-16,8.98,3.99,7.6,3.42,2.26,2.62,2.62,2.69,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Jan-17,8,2.46,9.46,2.93,1.75,1.83,1.64,2.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Jan-17,9.82,3.13,11.59,5.1,1.62,2.78,2.7,3.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Jan-17,6.27,3.15,8.11,3.87,1.73,2.85,1.32,2.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Jan-17,18.91,4.07,14.06,6.32,9.46,3.69,5.76,3.69,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Jan-17,7.69,3.99,9.48,4.77,4.19,3.37,3.34,2.84,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Feb-17,7.30,1.56,7.59,1.88,1.93,1.42,2.29,1.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Feb-17,10.44,3.03,11.78,6.03,1.95,2.1,2.53,3.57,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Feb-17,26.68,2.82,12.77,2.38,2.25,1.66,1.58,1.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Feb-17,6.43,2.04,7.41,2.86,0.87,1.12,1.14,1.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Mar-17,5.13,2.15,3.94,1.98,0.79,1.39,0.78,1.29,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Mar-17,1.66,1.06,2.24,1.28,1.04,0.87,1.21,1.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Mar-17,9.6,3.94,10.24,4.38,2.58,2.01,3.38,2.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Mar-17,4.83,2.05,32.32,53.69,1.32,1.08,6.68,14.47,*Niskin picked up sediment which may affect depth sample,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Apr-17,9.36,1.77,11,3.34,7.92,1.8,7.54,2.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Apr-17,13.27,1.18,14.9,3.02,3.78,0.69,4.27,1.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Apr-17,8.95,5.89,11,4.42,4.33,0.77,4.7,4.06,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Apr-17,6.65,6.17,7.12,2.94,4.28,2.25,5.04,2.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-May-17,1.7,2.05,2.91,2.75,1.28,2.08,1.53,1.96,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-May-17,1.9,2.31,1.34,2.87,1.79,2.48,0.89,1.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-May-17,3.43,3.05,1.09,3.08,2.22,2.62,1.16,2.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-May-17,5.06,3.07,3.49,4.03,4.31,3.12,1.66,3.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-May-17,4.41,5.12,3.43,4.52,3.53,4.75,3.29,4.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Jun-17,6.57,4.6,3.03,4.68,6.15,4.09,2.8,4.61,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Jun-17,5.47,2.28,5.56,5.11,5.21,2.09,4.2,4.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Jun-17,8.61,4.83,3.48,5.1,7.69,4.56,3.05,4.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jun-17,5.5,3.28,4.27,4.68,4.17,2.98,3.77,3.99,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Jul-17,8.33,3.9,7.72,6.3,7.05,3.13,6.17,4.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Jul-17,6.23,5.87,3.92,5.56,6.14,5.28,4.37,5.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Jul-17,6.2,11.49,2.33,6.85,6.14,9.84,2.07,6.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Jul-17,6.14,8.99,3.47,8.54,5.33,7.84,3.12,8.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Jul-17,27.95,14.91,8.78,7.61,21.75,12.96,5.98,6.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Aug-17,10.52,4.86,6.4,5.95,7.32,5.29,4.73,5.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Aug-17,5.87,4.79,3.64,7.1,5.66,4.87,3.27,7.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Aug-17,8.59,9.48,3.34,8.26,8.22,9.13,3.27,7.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Aug-17,7.1,7.13,5.86,7.1,6.34,7.04,5.17,6.52,,,,,,,,,,,,,,,,,
